,OverallQual,GarageCars,FullBath,TotRmsAbvGrd,TotalSF,AgeSinceRemodel,KitchenQual,ExterQual,GarageFinish,BsmtQual,CentralAir,GarageType,Foundation,BsmtFinType1
0,0.6514792433257054,0.31172464418307205,0.7897405221108432,0.9122097711603002,-0.00837242009363938,-0.8786680880058652,-0.40936913816824433,-0.7779757908541627,0.10349546052991662,-0.5669393655510576,0.2638125652751769,-0.7687363262458891,0.8355990312427262,-0.51094177575523
1,-0.07183611428306244,0.31172464418307205,0.7897405221108432,-0.31868326571034533,-0.05938561565623403,0.4295769652193654,0.7956287282140879,0.6634514358553263,0.10349546052991662,-0.5669393655510576,0.2638125652751769,-0.7687363262458891,-0.5491621329052649,-1.3995361683730212
2,0.6514792433257054,0.31172464418307205,0.7897405221108432,-0.31868326571034533,0.16167156511500944,-0.8302145675160418,-0.40936913816824433,-0.7779757908541627,0.10349546052991662,-0.5669393655510576,0.2638125652751769,-0.7687363262458891,0.8355990312427262,-0.51094177575523
3,0.6514792433257054,1.6503069397927341,-1.0260408358133,0.29676325272497744,-0.1213302102679561,0.7202980881583055,-0.40936913816824433,0.6634514358553263,0.9429586403836844,0.9977704146087608,0.2638125652751769,1.3010747135309628,-1.933923297053256,-1.3995361683730212
4,1.3747946009344731,1.6503069397927341,0.7897405221108432,1.527656289595623,0.9353716978143616,-0.7333075265363951,-0.40936913816824433,-0.7779757908541627,0.10349546052991662,-0.5669393655510576,0.2638125652751769,-0.7687363262458891,0.8355990312427262,-0.51094177575523
5,-0.7951514718918303,0.31172464418307205,-1.0260408358133,-0.934129784145668,-0.5039291769874159,-0.4910399240872783,0.7956287282140879,0.6634514358553263,0.9429586403836844,-0.5669393655510576,0.2638125652751769,-0.7687363262458891,4.9898825236867,-0.51094177575523
6,1.3747946009344731,0.31172464418307205,0.7897405221108432,0.29676325272497744,0.9803118939052188,-0.9755751289855119,-0.40936913816824433,-0.7779757908541627,0.10349546052991662,-2.131649145710876,0.2638125652751769,-0.7687363262458891,0.8355990312427262,-0.51094177575523
7,0.6514792433257054,0.31172464418307205,0.7897405221108432,0.29676325272497744,0.7580401132396278,0.5749375266888355,0.7956287282140879,0.6634514358553263,0.10349546052991662,-0.5669393655510576,0.2638125652751769,-0.7687363262458891,-0.5491621329052649,-1.3995361683730212
8,0.6514792433257054,0.31172464418307205,0.7897405221108432,0.9122097711603002,0.18596356300195926,1.6893684979547725,0.7956287282140879,0.6634514358553263,0.9429586403836844,0.9977704146087608,0.2638125652751769,1.3010747135309628,-1.933923297053256,1.2662470094803522
9,-0.7951514718918303,-1.02685765142659,-1.0260408358133,-0.934129784145668,-0.6132431674786902,1.6893684979547725,0.7956287282140879,0.6634514358553263,0.10349546052991662,0.9977704146087608,0.2638125652751769,-0.7687363262458891,-1.933923297053256,-0.51094177575523
